log_time,State,wgSpeed,flowSpeed,flowDir,heading,exceptCourse,rudderAngle,windSpeed,depth
2026-04-23 16:05:08,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:08,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:09,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:09,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:09,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:09,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:10,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:10,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:10,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:10,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:11,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:11,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:11,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:11,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:12,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:12,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:12,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:12,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:13,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:13,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:13,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:13,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:14,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:14,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:14,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:14,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:15,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:15,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:15,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:15,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:16,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:16,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:16,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:16,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:17,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:17,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:17,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:17,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:18,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:18,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:18,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:18,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:19,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:19,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:19,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:19,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:20,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:20,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:20,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:20,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:21,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:21,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:21,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:21,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:22,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:22,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:22,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:22,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:23,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:23,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:23,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:23,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:24,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:24,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:24,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:24,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:25,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:25,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:25,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:25,-,0,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:26,路徑規劃完成,-,-,-,-,-,-,-,-
2026-04-23 16:05:26,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:26,-,5.040948464140059,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:27,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:27,-,5.040948464140059,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:27,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:27,-,4.927891480029029,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:28,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:28,-,4.927891480029029,0.0,0.0,60,0,0.0,0.0,0.0
2026-04-23 16:05:28,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:28,-,4.927891480029029,0.0,0.0,60,51.819925798437794,-5.15344674698419,0.0,0.0
2026-04-23 16:05:29,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:29,-,4.996804121271274,0.0,0.0,60,51.819925798437794,-5.15344674698419,0.0,0.0
2026-04-23 16:05:29,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:29,-,4.996804121271274,0.0,0.0,60,51.819925798437794,-5.15344674698419,0.0,0.0
2026-04-23 16:05:30,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:30,-,5.031829489547909,0.0,0.0,60,51.819925798437794,-5.15344674698419,0.0,0.0
2026-04-23 16:05:30,-,-,-,-,-,-,-,-,-
2026-04-23 16:05:30,-,5.031829489547909,0.0,0.0,60,46.463495875553974,-8.775286471095571,0.0,0.0
2026-04-23 16:05:31,-,-,-,-,-,-,-,-,-
