time,lat,lon,heading,speed
2026-04-21 22:24:24,25.150029999999997,121.75003,60,5.190508113406662
2026-04-21 22:24:25,25.150059999999996,121.75005999999999,60,4.8910609609776206
2026-04-21 22:24:26,25.150089999999995,121.75008999999999,60,5.166896100697457
2026-04-21 22:24:27,25.150119999999994,121.75011999999998,60,5.015553681967727
2026-04-21 22:24:28,25.150149999999993,121.75014999999998,60,5.080845429036234
2026-04-21 22:24:29,25.15017999999999,121.75017999999997,60,5.1705358412546785
2026-04-21 22:24:30,25.15020999999999,121.75020999999997,60,5.099927474472817
2026-04-21 22:24:31,25.15023999999999,121.75023999999996,60,5.1457422669482344
2026-04-21 22:24:32,25.15026999999999,121.75026999999996,60,5.166898123337511
2026-04-21 22:24:33,25.150299999999987,121.75029999999995,60,5.144237829923603
2026-04-21 22:24:34,25.150329999999986,121.75032999999995,60,4.996343063839294
2026-04-21 22:24:35,25.150359999999985,121.75035999999994,60,4.982782722769631
2026-04-21 22:24:36,25.150389999999984,121.75038999999994,60,4.933814587751406
2026-04-21 22:24:37,25.150419999999983,121.75041999999993,60,5.031694369021999
2026-04-21 22:24:38,25.15044999999998,121.75044999999993,60,5.022883140013743
2026-04-21 22:24:39,25.15047999999998,121.75047999999992,60,5.1684969715736635
2026-04-21 22:24:40,25.15050999999998,121.75050999999992,60,5.1081853793614735
2026-04-21 22:24:41,25.150539999999978,121.75053999999992,60,5.132791033732253
2026-04-21 22:24:42,25.150569999999977,121.75056999999991,60,4.821160174327228
2026-04-21 22:24:43,25.150599999999976,121.7505999999999,60,5.025974948261767
2026-04-21 22:24:44,25.150629999999975,121.7506299999999,60,5.19159232236164
2026-04-21 22:24:45,25.150659999999974,121.7506599999999,60,5.136961484695762
2026-04-21 22:24:46,25.150689999999972,121.75068999999989,60,5.148672268907462
2026-04-21 22:24:47,25.15071999999997,121.75071999999989,60,5.016182922500535
2026-04-21 22:24:48,25.15074999999997,121.75074999999988,60,5.064727610557414
2026-04-21 22:24:49,25.15077999999997,121.75077999999988,60,5.03896375810905
2026-04-21 22:24:50,25.150809999999968,121.75080999999987,60,4.814698769862574
2026-04-21 22:24:51,25.150839999999967,121.75083999999987,60,4.80525988517356
2026-04-21 22:24:52,25.150869999999966,121.75086999999986,60,4.819234704720845
2026-04-21 22:24:53,25.150899999999965,121.75089999999986,60,4.936927793228507
2026-04-21 22:24:54,25.150929999999963,121.75092999999985,60,4.833143300080064
2026-04-21 22:24:55,25.150959999999962,121.75095999999985,60,4.916704203233399
2026-04-21 22:24:56,25.15098999999996,121.75098999999985,60,4.8117854683265575
2026-04-21 22:24:57,25.15101999999996,121.75101999999984,60,5.100811876104517
2026-04-21 22:24:58,25.15104999999996,121.75104999999984,60,5.116251410087116
2026-04-21 22:24:59,25.151079999999958,121.75107999999983,60,5.159294808746537
2026-04-21 22:25:00,25.151109999999957,121.75107999999983,60,5.159294808746537
2026-04-21 22:25:00,25.151109999999957,121.75110999999983,60,5.085075468727339
2026-04-21 22:25:01,25.151139999999955,121.75113999999982,60,4.832746480305464
2026-04-21 22:25:02,25.151169999999954,121.75116999999982,60,4.97419836364792
2026-04-21 22:25:03,25.151199999999953,121.75119999999981,60,5.003619820088279
2026-04-21 22:25:04,25.151229999999952,121.75122999999981,60,4.8576503246616465
2026-04-21 22:25:05,25.15125999999995,121.7512599999998,60,5.040217141083979
2026-04-21 22:25:06,25.15128999999995,121.7512899999998,60,4.933703618632423
2026-04-21 22:25:07,25.15131999999995,121.7513199999998,60,5.104742733985462
2026-04-21 22:25:08,25.151349999999947,121.75134999999979,60,4.935816298965754
2026-04-21 22:25:09,25.151379999999946,121.75137999999978,60,4.852660905137356
2026-04-21 22:25:10,25.151409999999945,121.75140999999978,60,4.815397376852314
2026-04-21 22:25:11,25.151439999999944,121.75143999999977,60,5.141748682111831
2026-04-21 22:25:12,25.151469999999943,121.75146999999977,60,5.1866166379544385
2026-04-21 22:25:13,25.151499999999942,121.75149999999977,60,5.067708357472977
2026-04-21 22:25:14,25.15152999999994,121.75152999999976,60,4.88207470829998
2026-04-21 22:25:15,25.15155999999994,121.75155999999976,60,5.1681867671830375
2026-04-21 22:25:16,25.15158999999994,121.75158999999975,60,5.1543516780201095
2026-04-21 22:25:17,25.151619999999937,121.75161999999975,60,4.850590426162203
2026-04-21 22:25:18,25.151649999999936,121.75164999999974,60,4.842789942559659
2026-04-21 22:25:19,25.151679999999935,121.75167999999974,60,5.1499068390171105
2026-04-21 22:25:20,25.151709999999934,121.75170999999973,60,4.995780420015797
2026-04-21 22:25:21,25.151739999999933,121.75173999999973,60,5.18360626789867
2026-04-21 22:25:22,25.15176999999993,121.75176999999972,60,5.063853569019178
2026-04-21 22:25:23,25.15179999999993,121.75179999999972,60,5.070702176352646
2026-04-21 22:25:24,25.15182999999993,121.75182999999971,60,5.17750295145623
2026-04-21 22:25:25,25.151859999999928,121.75185999999971,60,5.1703608241650425
2026-04-21 22:25:26,25.151889999999927,121.7518899999997,60,5.126687480455106
2026-04-21 22:25:27,25.151919999999926,121.7519199999997,60,4.864435935771486
2026-04-21 22:25:28,25.151949999999925,121.7519499999997,60,5.064208763092806
2026-04-21 22:25:29,25.151979999999924,121.75197999999969,60,4.830431269408355
2026-04-21 22:25:30,25.152009999999922,121.75200999999969,60,4.8420608019928615
2026-04-21 22:25:31,25.15203999999992,121.75203999999968,60,5.17988661888578
2026-04-21 22:25:32,25.15206999999992,121.75206999999968,60,4.805704853911055
2026-04-21 22:25:33,25.15209999999992,121.75209999999967,60,4.877138479148113
2026-04-21 22:25:34,25.152129999999918,121.75212999999967,60,5.093675546894644
2026-04-21 22:25:35,25.152159999999917,121.75215999999966,60,5.074899217159643
2026-04-21 22:25:36,25.152189999999916,121.75218999999966,60,5.1821225554454395
2026-04-21 22:25:37,25.152219999999915,121.75221999999965,60,5.003681802689482
2026-04-21 22:25:38,25.152249999999913,121.75224999999965,60,4.911479305302118
2026-04-21 22:25:39,25.152279999999912,121.75227999999964,60,5.079289449468219
2026-04-21 22:25:40,25.15230999999991,121.75230999999964,60,4.9117978902040615
2026-04-21 22:25:41,25.15233999999991,121.75233999999963,60,5.011442182804153
2026-04-21 22:25:42,25.15236999999991,121.75236999999963,60,4.837567200751849
2026-04-21 22:25:43,25.152399999999908,121.75239999999962,60,5.161397074059993
2026-04-21 22:25:44,25.152429999999907,121.75242999999962,60,5.143908498651046
2026-04-21 22:25:45,25.152459999999905,121.75245999999962,60,4.9151762924262545
2026-04-21 22:25:46,25.152489999999904,121.75248999999961,60,4.81263486700681
